-180	3.568715825274247e-30
-179	1.9083939920431804e-29
-178	1.010092926694655e-28
-177	5.286470338881002e-28
-176	2.7329366255267783e-27
-175	1.3940527918786088e-26
-174	7.008513787172117e-26
-173	3.4687507301461915e-25
-172	1.6882059819201957e-24
-171	8.070474138211095e-24
-170	3.7855730858100826e-23
-169	1.7405726667897329e-22
-168	7.837708099679299e-22
-167	3.4536347931032285e-21
-166	1.4881854171491244e-20
-165	6.267341466845741e-20
-164	2.5784287025911867e-19
-163	1.035894135097464e-18
-162	4.062980878869545e-18
-161	1.555447693034788e-17
-160	5.81144916997012e-17
-159	2.1187920421767966e-16
-158	7.537681821902371e-16
-157	2.6164578292284162e-15
-156	8.86143464101556e-15
-155	2.928203431201989e-14
-154	9.44062834478273e-14
-153	2.9696168133902924e-13
-152	9.113775317557578e-13
-151	2.728938873755647e-12
-150	7.972351769231143e-12
-149	2.272354208782179e-11
-148	6.319204674775222e-11
-147	1.7145319256442115e-10
-146	4.538637164914352e-10
-145	1.172200968416359e-09
-144	2.95376134907012e-09
-143	7.261819425596284e-09
-142	1.741855811472021e-08
-141	4.076389489962376e-08
-140	9.30756035239649e-08
-139	2.0734461829702843e-07
-138	4.5065728580772695e-07
-137	9.556453567002021e-07
-136	1.977169251209384e-06
-135	3.991054795369227e-06
-134	7.860104157942602e-06
-133	1.510308643555405e-05
-132	2.831391691237071e-05
-131	5.1788233946350376e-05
-130	9.241857072600618e-05
-129	0.000160910556856948
-128	0.00027334251718714124
-127	0.00045303059441064813
-126	0.0007325648271123775
-125	0.0011557490189324602
-124	0.0017790210266879687
-123	0.0026717783659723784
-122	0.003914931701356185
-121	0.005597013206359273
-120	0.007807336280302954
-119	0.010626078826002243
-118	0.01411174645183268
-117	0.01828720895732728
-116	0.02312627185855279
-115	0.028543367668653046
-114	0.03438922915481981
-113	0.04045516602790692
-112	0.04648771870124157
-111	0.05221404891048983
-110	0.057376634682214156
-109	0.061773976688101806
-108	0.0653024642242499
-107	0.06799363391453185
-106	0.07004101169242788
-105	0.0718116189339814
-104	0.07383893081630442
-103	0.07679634815048715
-102	0.0814527693781621
-101	0.08861432342778856
-100	0.0990584971585883
-99	0.11346856846166804
-98	0.1323772628116565
-97	0.15612868985175088
-96	0.18486665574573452
-95	0.21855516676487488
-94	0.25703323928498845
-93	0.30010116764167116
-92	0.34762970026369605
-91	0.39967805476363644
-90	0.45660256350023304
-89	0.5191362122165044
-88	0.5884213349347341
-87	0.6659835284147932
-86	0.7536438456429387
-85	0.8533770288320591
-84	0.9671338099142672
-83	1.096652819821608
-82	1.2432904878118836
-81	1.407894506947557
-80	1.5907383106659732
-79	1.7915221778692885
-78	2.009433661277589
-77	2.2432489608455946
-76	2.491450175958884
-75	2.7523325242939407
-74	3.0240806058294076
-73	3.3048021645505443
-72	3.592519075409192
-71	3.8851256444826374
-70	4.180331373438413
-69	4.475607763404803
-68	4.768156492133498
-67	5.054910560774544
-66	5.332572681670122
-65	5.597688289810856
-64	5.8467456534742785
-63	6.076293319085917
-62	6.283065299603809
-61	6.464106038803495
-60	6.616889001637696
-59	6.739423692461387
-58	6.830345506587701
-57	6.888981351182233
-56	6.915382379630464
-55	6.910314779391877
-54	6.875201541453762
-53	6.812013137293378
-52	6.723112717886977
-51	6.611070482069077
-50	6.4784700947083325
-49	6.327735054228019
-48	6.1610027253984905
-47	5.980067473234955
-46	5.786402582841107
-45	5.581255590710504
-44	5.365796547126411
-43	5.141287139399997
-42	4.909233452266507
-41	4.671487890243161
-40	4.4302760079050705
-39	4.18813943319161
-38	3.947803208318484
-37	3.711990828376877
-36	3.4832197583290214
-35	3.263612394916346
-34	3.0547522715891837
-33	2.857604490917926
-32	2.6725058499587084
-31	2.4992172585357655
-30	2.337021731756286
-29	2.1848471737842634
-28	2.041394514536175
-27	1.9052571951251536
-26	1.7750252208597794
-25	1.64937348457499
-24	1.5271378376736082
-23	1.4073826120921467
-22	1.289460452790138
-21	1.1730609584000813
-20	1.0582407835380814
-19	0.9454263310956126
-18	0.8353819144261164
-17	0.7291411134666751
-16	0.6279057527785535
-15	0.5329236426505095
-14	0.44536108062995444
-13	0.36618779317701433
-12	0.29609008793868863
-11	0.235423015994
-10	0.1842055538912163
-9	0.14215575889140245
-8	0.10875695498051051
-7	0.08334224816658727
-6	0.06518342517772752
-5	0.05357137709396657
-4	0.047878035344659016
-3	0.0475936693544201
-2	0.05233755643728845
-1	0.06184392517787802
0	0.07592830442017852
1	0.09444174444393386
2	0.11722167817935165
3	0.14404838308903106
4	0.1746150716870707
5	0.2085176521111045
6	0.2452673608590828
7	0.28432612950751873
8	0.3251611839787549
9	0.3673125164142148
10	0.4104649807901602
11	0.45451613277434477
12	0.49963160089687003
13	0.546281524597098
14	0.5952540253564954
15	0.6476443267246851
16	0.7048206098690237
17	0.7683697413194027
18	0.8400275731092567
19	0.9215996517965215
20	1.014878970845397
21	1.121567886156604
22	1.243211403580676
23	1.3811485729305635
24	1.5364875237483104
25	1.7101077119446082
26	1.9026903760481475
27	2.1147754017675076
28	2.3468402592771618
29	2.5993948545115737
30	2.8730852268582527
31	3.1687988587676013
32	3.4877643931429816
33	3.83163804194475
34	4.202567307066972
35	4.603219731029012
36	5.036760964664469
37	5.506764040968845
38	6.017032470451531
39	6.571325596951985
40	7.172986592769485
41	7.824490846007819
42	8.526952573676924
43	9.279645802331391
44	10.079607144653666
45	10.92138751620864
46	11.797005775153066
47	12.696130265056622
48	13.6064789941999
49	14.514392997816127
50	15.405508541254827
51	16.265439191437217
52	17.08038209900527
53	17.837583369220667
54	18.52563011345995
55	19.134573638658345
56	19.655920421320392
57	20.082547771977158
58	20.408605607643327
59	20.62945495120432
60	20.741671947061043
61	20.74311999608423
62	20.63306915510916
63	20.41232680878834
64	20.083339611953654
65	19.650233452489754
66	19.118772659582426
67	18.49623729427955
68	17.791233327071634
69	17.013461047606818
70	16.17347015423298
71	15.282425652603205
72	14.351898774159457
73	13.393684657681858
74	12.419637028857897
75	11.44150271247037
76	10.470737585048095
77	9.518291011417551
78	8.594356666398117
79	7.708101208567435
80	6.867394996284467
