HEADER
1 -19.8268
31 4.8397
61 17.6653
91 -2.1869
121 8.7138
151 13.5238
181 -12.0633
211 15.5548
241 11.2709
271 170.2501
301 -160.1136
331 -179.6702
361 -165.9746
391 169.6112
421 4.4559
451 -18.2421
481 16.3775
511 -14.9592
541 6.9802
571 16.2967
601 9.8489
631 2.7517
661 -7.3820
691 -1.9928
721 -13.0113
751 10.6332
781 14.6883
811 11.9858
841 -15.2718
871 13.1931
901 54.9622
931 1.2174
961 -9.0887
991 1.5999
1021 -5.6681
1051 155.6745
1081 173.5851
1111 -161.4034
1141 5.3327
1171 1.7990
1201 9.3391
1231 3.9869
1261 -10.8369
1291 -6.3442
1321 11.6016
1351 3.6959
1381 0.4839
1411 4.0036
1441 -28.9225
1471 -174.0811
1501 -161.3608
1531 20.3723
1561 18.9245
1591 -6.8330
1621 8.1644
1651 1.9013
1681 -158.0364
1711 -172.0706
1741 178.6578
1771 -173.4384
1801 -173.2359
1831 178.5169
1861 -179.5452
1891 168.5182
1921 -163.7612
1951 172.9956
1981 -174.3065
2011 165.0711
2041 -147.2138
2071 177.3238
2101 -168.8759
2131 172.7405
2161 -140.5703
2191 -7.8231
2221 179.4296
2251 -26.5126
2281 -25.1214
2311 -0.3927
2341 10.6145
2371 0.4729
2401 171.7634
2431 -164.6856
2461 169.3389
2491 -175.9818
2521 -166.9430
2551 174.7343
2581 -171.1332
2611 -179.8423
2641 168.9699
2671 -25.7968
2701 13.8142
2731 0.8838
2761 -3.6828
2791 15.5810
2821 -11.0605
2851 16.8169
2881 -6.3843
2911 27.8308
2941 0.7406
2971 -1.7285
3001 14.9868
3031 -10.1501
3061 -15.3597
3091 -9.6223
3121 16.5614
3151 24.9546
3181 4.5700
3211 -13.4733
3241 -9.1193
3271 -28.8657
3301 8.2671
3331 -24.5512
3361 -3.5310
3391 -9.0596
3421 17.7894
3451 -15.8023
3481 23.1607
3511 -10.2391
3541 8.8006
3571 3.9005
3601 -28.5879
3631 -8.3387
3661 4.0955
3691 3.4905
3721 -10.8578
3751 -0.9012
3781 8.2738
3811 -172.4840
3841 162.6682
3871 152.4470
3901 176.7856
3931 -158.7096
3961 -158.1201
3991 177.1889
4021 -165.2572
4051 -1.2564
4081 -8.1275
4111 -13.9998
4141 4.7136
4171 8.3361
4201 -14.8735
4231 4.4123
4261 29.9867
4291 24.0289
4321 11.6637
4351 2.5393
4381 -28.5003
