HEADER
1 129.1306
31 133.1154
61 134.8636
91 124.0583
121 124.1475
151 -103.0380
181 -105.6715
211 -114.1409
241 -137.9711
271 100.8910
301 90.6216
331 106.0842
361 56.1108
391 97.9082
421 -143.1982
451 125.1426
481 124.3311
511 102.9989
541 -100.2759
571 -124.5181
601 120.2743
631 -93.6282
661 -115.1356
691 62.9812
721 109.9200
751 120.8306
781 134.2784
811 101.2810
841 97.6240
871 104.4688
901 87.7630
931 141.9557
961 133.7859
991 127.3373
1021 142.5661
1051 -50.3118
1081 -121.2094
1111 61.2713
1141 -113.6323
1171 -103.5339
1201 -124.5235
1231 -107.3760
1261 -122.7634
1291 128.5474
1321 128.4298
1351 101.8921
1381 96.0626
1411 125.8223
1441 122.7092
1471 119.0944
1501 81.8410
1531 62.4923
1561 -65.5491
1591 125.4254
1621 114.2258
1651 115.8296
1681 91.1392
1711 124.2457
1741 -104.9175
1771 -85.2468
1801 -112.9494
1831 106.6172
1861 -89.0074
1891 -63.9884
1921 -98.1644
1951 -110.3945
1981 88.4951
2011 114.3732
2041 -120.5562
2071 -103.4155
2101 101.6587
2131 78.6263
2161 95.5369
2191 128.6906
2221 -89.1124
2251 107.8886
2281 105.4228
2311 120.0202
2341 120.8387
2371 122.2484
2401 -78.4368
2431 124.9442
2461 116.8793
2491 104.3659
2521 107.6476
2551 79.9891
2581 107.6381
2611 113.1582
2641 117.8393
2671 55.3763
2701 134.9097
2731 121.5550
2761 109.7720
2791 116.9327
2821 -126.5435
2851 119.8785
2881 122.4246
2911 120.2795
2941 114.8965
2971 143.7049
3001 118.1544
3031 125.6208
3061 111.5666
3091 133.8081
3121 123.6294
3151 127.3106
3181 109.5425
3211 116.3889
3241 138.1359
3271 132.8195
3301 128.0076
3331 124.2998
3361 108.8910
3391 125.8319
3421 116.7844
3451 114.3056
3481 -119.2950
3511 -115.0937
3541 119.7190
3571 101.9167
3601 131.3405
3631 -118.7505
3661 -105.8169
3691 -123.2011
3721 -97.8134
3751 -117.0457
3781 -111.8588
3811 88.7735
3841 93.2470
3871 89.9588
3901 110.9462
3931 -72.5108
3961 -112.2325
3991 -111.5801
4021 100.0082
4051 137.5523
4081 143.7276
4111 -125.7410
4141 -131.8521
4171 -129.2735
4201 -119.4716
4231 -134.4436
4261 -113.5436
4291 -108.4965
4321 -126.0794
4351 118.7852
4381 139.4357
4411 120.6163
4441 -107.0571
4471 -130.7033
4501 -114.6856
4531 -124.4113
4561 63.0798
4591 133.6198
4621 114.7541
4651 117.7189
4681 126.0231
4711 111.0223
4741 112.8430
4771 -130.5335
4801 137.0059
4831 118.4042
4861 107.8663
4891 124.3585
4921 119.5060
4951 -90.6545
4981 -98.2479
5011 124.6381
5041 -111.7702
5071 -126.9968
5101 133.1122
5131 135.6686
5161 119.0124
5191 116.4777
5221 134.8092
5251 120.3453
5281 92.9324
5311 133.3763
5341 120.2152
5371 129.5702
5401 123.1968
5431 138.0538
5461 130.6382
5491 124.6132
5521 113.9145
5551 119.7497
5581 137.1913
5611 129.5001
5641 128.6125
5671 112.1205
5701 118.0602
5731 71.8549
5761 119.8807
5791 142.9946
5821 134.0756
5851 118.3953
5881 120.5850
5911 -122.2139
5941 -100.6354
5971 -122.7196
6001 -125.8583
6031 -131.4468
6061 -126.7939
6091 -98.7679
6121 -146.0934
6151 -135.3117
6181 118.3592
6211 114.2556
6241 118.3521
6271 104.2954
6301 101.8066
6331 94.1728
6361 98.8858
6391 104.6759
6421 -93.9280
6451 -103.7951
6481 -111.5140
6511 119.4945
6541 -122.9414
6571 -108.2693
6601 115.9192
6631 75.4213
6661 83.4366
6691 101.8646
6721 93.1494
6751 111.3185
6781 67.5728
6811 113.4217
6841 117.6786
6871 91.2101
6901 106.3078
6931 94.1184
6961 -107.9922
6991 93.5394
7021 -98.4714
7051 -135.2464
7081 -128.2187
7111 -95.9645
7141 -66.6895
7171 101.8938
7201 -116.1527
7231 -116.9238
7261 119.8375
7291 122.8672
7321 122.3302
7351 -117.9596
7381 -130.7836
7411 -125.1044
7441 -115.7581
7471 -123.7621
7501 -133.5773
7531 131.5316
7561 115.6424
7591 115.7559
7621 -123.0360
7651 130.2415
7681 135.5671
7711 137.3149
7741 133.2864
7771 134.5967
7801 135.4807
7831 149.9337
7861 145.9365
7891 117.9856
7921 127.1653
7951 115.8639
7981 123.0130
8011 107.0528
8041 117.1203
8071 123.2845
8101 122.8318
8131 106.8556
8161 -117.5468
8191 -121.7848
8221 -132.8357
8251 130.1393
8281 129.7426
8311 115.0908
8341 74.7314
8371 123.3170
8401 143.1041
8431 125.5167
8461 137.0079
8491 130.8295
8521 128.1624
8551 100.3097
8581 126.6076
8611 117.3149
8641 -131.7084
8671 -118.6970
8701 -123.9035
8731 -129.9934
8761 -118.1731
8791 107.8440
8821 120.8813
8851 128.3727
8881 124.1082
8911 127.4265
8941 117.4437
8971 127.3638
